base_source,variant,process_round,alpha,runs,rows,trained_accuracy_mean,trained_accuracy_std,trained_accuracy_ci95,trained_accuracy_n,accuracy_minus_imp_mean,accuracy_minus_imp_std,accuracy_minus_imp_ci95,accuracy_minus_imp_n,accuracy_minus_dense_mean,accuracy_minus_dense_std,accuracy_minus_dense_ci95,accuracy_minus_dense_n,mask_to_imp_jaccard_mean,mask_to_imp_jaccard_std,mask_to_imp_jaccard_ci95,mask_to_imp_jaccard_n,mask_to_base_jaccard_mean,mask_to_base_jaccard_std,mask_to_base_jaccard_ci95,mask_to_base_jaccard_n,swap_count_mean,swap_count_std,swap_count_ci95,swap_count_n,candidate_count_mean,candidate_count_std,candidate_count_ci95,candidate_count_n,added_final_imp_precision_mean,added_final_imp_precision_std,added_final_imp_precision_ci95,added_final_imp_precision_n,added_oracle_overlap_precision_mean,added_oracle_overlap_precision_std,added_oracle_overlap_precision_ci95,added_oracle_overlap_precision_n
epoch_2,base,,0.0,1,1,0.0703125,0.0,0.0,1,0.00390625,0.0,0.0,1,-0.04296875,0.0,0.0,1,0.9944885906463811,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,,,0,,,,0,,,,0
epoch_2,final_oracle_residual,,0.5,1,1,0.07421875,0.0,0.0,1,0.0078125,0.0,0.0,1,-0.0390625,0.0,0.0,1,0.9972404931301971,0.0,0.0,1,0.9972404931301971,0.0,0.0,1,262.0,0.0,0.0,1,524.0,0.0,0.0,1,1.0,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,round_final_imp_oracle_matched_random_residual,1,0.5,1,1,0.0625,0.0,0.0,1,-0.00390625,0.0,0.0,1,-0.05078125,0.0,0.0,1,0.9972404931301971,0.0,0.0,1,0.9972404931301971,0.0,0.0,1,262.0,0.0,0.0,1,524.0,0.0,0.0,1,1.0,0.0,0.0,1,0.5725190839694656,0.0,0.0,1
epoch_2,round_final_imp_residual,1,0.5,1,1,0.08203125,0.0,0.0,1,0.015625,0.0,0.0,1,-0.03125,0.0,0.0,1,0.9972404931301971,0.0,0.0,1,0.9972404931301971,0.0,0.0,1,262.0,0.0,0.0,1,524.0,0.0,0.0,1,1.0,0.0,0.0,1,0.5725190839694656,0.0,0.0,1
